,0
732,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('results', -0.0016639480018550402), (':', 0.016175430741208745), ('o', 0.02903280453583353), ('##ste', 0.03431076592837748), ('##op', 0.04577981513170121), ('##ont', 0.023381010628308604), ('##in', 0.049749561491334165), ('small', 0.04209773307696341), ('interference', 0.03664828765792496), ('r', 0.06720327874171447), ('##na', 0.0602173075018854), ('(', 0.05974984058949513), ('sir', 0.00990080909910856), ('##na', 0.04174833503816935), (')', 0.038263403210905676), ('in', 0.01973089551355492), ('##hibit', 0.021371599143310126), ('##ed', 0.033722005008453154), ('o', 0.026795607976932024), ('##ste', 0.034535876534034844), ('##op', 0.0498029417854492), ('##ont', 0.03140557023769058), ('##in', 0.07562605776682314), ('expression', 0.07248714696481899), ('and', 0.030469670005450148), ('cell', 0.8180913015952842), ('invasion', 0.4703995257855286), (',', 0.2363490987248717), ('promoted', 0.006054506149165432), ('a', 0.03354993450771351), ('##pop', 0.03761903946805755), ('##tosis', 0.03584770070057009), ('in', 0.019226965637664236), ('u', 0.024664808582408534), ('##25', -0.0013189604627497555), ('##1', -4.927539151130386e-06), ('cells', 0.05093837436264004), ('.', 0.03681713678468657), ('[SEP]', 0.0)]}, 'u': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('results', 0.011052669718866178), (':', 0.006538395332488164), ('o', 0.01573898199763715), ('##ste', 0.016589269765155203), ('##op', 0.018773523914973698), ('##ont', 0.030285554187221883), ('##in', 0.03167225022744407), ('small', 0.025693615259600674), ('interference', 0.05420529706322066), ('r', 0.045152655404770675), ('##na', 0.04829951552237447), ('(', 0.044683549416290776), ('sir', -0.019446449388265306), ('##na', 0.05360208090893258), (')', 0.0027782100201927356), ('in', 0.022693201703908147), ('##hibit', 0.046267941997136415), ('##ed', 0.022813085511854566), ('o', 0.01487812339465024), ('##ste', 0.022094328125336602), ('##op', 0.011803879905676704), ('##ont', 0.012206727590236494), ('##in', 0.018577120337305065), ('expression', 0.03903042544619884), ('and', 0.023996623173921518), ('cell', 0.12375095706280538), ('invasion', 0.06084988549555396), (',', 0.03836132555060975), ('promoted', 0.019368176648478768), ('a', 0.04407535264537658), ('##pop', 0.05676091632767858), ('##tosis', 0.08562855587550727), ('in', 0.1781860424516081), ('u', 0.47732558449734497), ('##25', 0.000724360204982464), ('##1', 0.18314235545399277), ('cells', 0.7995439109427199), ('.', 0.10692468728991474), ('[SEP]', 0.0)]}}"
733,{}
734,{}
735,{}
736,{}
737,{}
738,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.005923349644869066), ('present', 0.011068526696566734), ('study', 0.01181922376469589), ('evaluated', 0.015366498712976795), ('the', 0.013207497391580277), ('effect', 0.015062175422613332), ('of', 0.026255903028514965), ('cum', 0.0055475439472865914), ('##ene', 0.019633656841615454), ('h', 0.013058371310278604), ('##ydro', 0.012054605542377911), ('##per', 0.021807949516902944), ('##oxide', 0.017631197650002938), ('(', 0.028395094988025227), ('cum', -0.0031767282026656757), ('-', 0.03173109196119207), ('o', 0.011582819277962906), ('##oh', 0.004859889535180596), (')', 0.010147045181936752), ('on', 0.00671403847618111), ('the', -0.0017724479721794976), ('induction', 0.024649510156028422), ('of', 0.021463478900799544), ('act', 0.008438057357916024), ('##iva', 0.003528155559310029), ('##tor', 0.013727650985907723), ('protein', 0.02483574879600635), ('-', 0.029985335788016997), ('1', 0.032024201140224445), ('(', 0.022720655080360187), ('a', 0.024229762475683547), ('##p', 0.017627320068255337), ('-', 0.01889386780204251), ('1', 0.025968631990567842), (')', 0.009463491144799135), (',', 0.012419936004228057), ('which', 0.002398706797728931), ('is', 0.008033234827368514), ('linked', 0.000620233684730254), ('to', 0.011582197613306401), ('the', 0.0251984250087555), ('expression', 0.016204481540893576), ('of', 0.032588696665167415), ('genes', 0.0007034994808287528), ('regulating', 0.0764533372331188), ('cell', 0.8638590297187335), ('proliferation', 0.4430738161490831), (',', 0.17203283672745837), ('growth', 0.05190675489523051), ('and', 0.05451441975188837), ('transformation', 0.04329679827527575), ('.', 0.02100580223017795), ('[SEP]', 0.0)]}}"
739,{}
740,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('since', 0.0498782720766954), ('all', 0.09470821360911442), ('these', 0.21032152285453062), ('cells', 0.9554516411939442), ('lack', 0.11375124330757798), ('any', 0.06443307132097353), ('m', 0.04777554935613512), ('##rna', 0.05338468581240127), ('for', 0.05247524086801801), ('co', 0.014860122522143832), ('##lla', 0.020994133617552712), ('##gen', 0.022240264258741056), (',', 0.01919813583419679), ('x', 0.02429998009779809), ('##ii', -0.017057106381192094), (',', -0.004344739064320504), ('it', 0.010457811717057567), ('seems', 0.0077474068296410825), ('likely', 0.0016582307086804864), ('that', 0.014249645314247108), ('the', 0.027808402088945507), ('synthesis', 0.013458106454852388), ('is', 0.028575778384776682), ('blocked', 0.018802986098357326), ('at', -0.0017436298864648007), ('the', 0.006799848420610574), ('transcription', 0.00021289436944242775), ('##al', 0.03784050030476594), ('level', 0.005937404411529713), ('.', 0.0010841107345689065), ('[SEP]', 0.0)]}}"
741,"{'end': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.004010245394717155), ('present', 0.018823606337933032), ('study', 0.014501543185400994), ('demonstrates', -0.0010419180929191198), ('that', 0.011445817851931162), ('tie', -0.0011694929549067197), ('##1', 0.019571752533831), ('expression', 0.036210103215400205), ('is', 0.008123593040667032), ('rapidly', 0.012605425182427642), ('down', 0.02463186573699565), ('-', 0.013467777030087197), ('regulated', 0.025759135475563744), ('in', 0.03457056196036851), ('end', 0.009581621660400812), ('##oth', 0.06580887738835459), ('##eli', 0.029182641373308026), ('##al', 0.042420462060646584), ('cells', 0.9859641018341384), ('exposed', 0.0658449593273968), ('to', 0.02923335093050955), ('shear', 0.02279941345611382), ('stress', 0.0601943514913902), (',', 0.0454932743273799), ('and', 0.007199320379774057), ('more', 0.01611599398288728), ('so', 0.020922104156638865), ('to', 0.02700431381668355), ('shear', -0.0018049177309137868), ('stress', 0.03779210924515066), ('changes', 0.029965848103200837), ('.', -0.017608827036578865), ('[SEP]', 0.0)]}}"
742,"{'delta': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('expression', 0.1310982572936081), ('of', 0.10098237598491276), ('g', 0.4787860131371131), ('##45', -0.014389583820972829), ('or', 0.02610093507732004), ('activated', 0.053416851348892985), ('p', 0.001258354295662505), ('##i', 0.08671195510292896), ('##3', -0.11717317367966121), ('##k', -0.026261957228913457), ('subunit', 0.12109268706045917), ('in', 0.33059628037941524), ('delta', 0.5745611371627417), ('##g', -0.3686958149649252), ('##45', -0.14742576051028908), ('cells', 0.052909645061068135), ('reversed', 0.3028883339556544), ('these', 0.0504569618678688), ('abnormal', 0.07182176030837818), ('##ities', 0.060377890416069814), ('.', 0.007678527882495864), ('[SEP]', 0.0)]}}"
743,{}
744,{}
745,{}
746,{}
747,{}
748,"{'immune': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('t', 0.0025650463660511465), ('##n', 0.00958550366150361), ('##f', 0.019746692688314277), ('-', 0.017891833680456826), ('alpha', 0.03296606970314314), ('is', 0.002763150204466582), ('also', 0.04770705962007951), ('an', 0.06114556702459024), ('essential', 0.07969021654899337), ('component', 0.07142774156038795), ('of', 0.00484688273926891), ('the', -0.01810808385358118), ('immune', 0.04570545336572528), ('system', -0.0523765500303643), ('and', 0.02721796161117115), ('is', -0.00616989686499014), ('required', 0.02194331669474385), ('for', 0.011675750458890511), ('hem', -0.009374744469940612), ('##ato', 0.010026566479712461), ('##po', -0.010613053460679167), ('##ies', 0.016967101774231372), ('##is', 0.025529996849049604), (',', -0.003632706066271741), ('for', 0.02003582105714597), ('protection', -0.0020927978794945106), ('from', 0.007803560796103485), ('bacterial', 0.0016093095505518484), ('infection', 0.06080006080615659), ('and', 0.023443386092121134), ('for', 0.1663340237258501), ('immune', 0.5972601457112262), ('cell', 0.662895325206858), ('-', 0.03131602011280365), ('mediated', 0.36869146340888315), ('c', 0.03970648577352499), ('##yt', 0.03591369431112227), ('##oto', 0.04380917253524951), ('##xi', 0.04979178825776073), ('##city', 0.008863013970489076), ('.', -0.002373013190902604), ('[SEP]', 0.0)]}}"
749,"{'he': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.007494919791621405), ('number', 0.005251266802563367), ('of', 0.02804603794474291), ('l', 0.008188910844311921), ('##ymph', 0.01625816794116351), ('node', -0.01215597665996642), ('meta', 0.02256414417715322), ('##sta', 0.03016345849422856), ('##ses', 0.022488926744085213), ('was', 0.021085249932371368), ('significantly', 0.02460420015045117), ('higher', 0.023077416835354376), ('in', 0.03128597181542388), ('he', 0.022503958028035745), ('##c', 0.06472560010558252), ('##1', 0.06111026365444501), ('##a', 0.039994367491128), ('/', 0.0429436317352396), ('ve', 0.022360395564285183), ('##g', 0.005506046986456714), ('##f', 0.04698410247623235), ('-', 0.018804300394421374), ('c', 0.02860074544373061), ('cells', 0.06806818804179295), ('than', 0.020674042680558634), ('in', 0.1212677104090812), ('he', 0.07876687988138584), ('##c', 0.1737600602264518), ('##1', 0.13581226174701716), ('##a', 0.023924851921443183), ('cells', 0.9363925067868181), ('(', 0.13997975461068438), ('3', 0.06888762933881057), ('.', -0.02714082414868253), ('2', -0.007038451631434568), ('vs', 0.01314891215801463), ('1', 0.003101468780043502), ('.', 0.015252948951994477), ('1', -0.005397099068911147), ('nodes', 0.0004194164594230801), ('/', -0.006877187397244473), ('animal', 0.002589737438698661), (',', 0.015678144099912094), ('respectively', -0.012902437704900708), (')', 0.014941233117704036), ('.', -0.01046050507282241), ('[SEP]', 0.0)]}, 've': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.009271785083432663), ('number', -0.021669205111241267), ('of', 0.04221012697241164), ('l', 0.0020289870636057087), ('##ymph', 0.07230441873322858), ('node', 0.06808114959311574), ('meta', 0.033426560203284), ('##sta', 0.019355804183487053), ('##ses', 0.026427645154535086), ('was', 0.05142463733570402), ('significantly', 0.01828775737062512), ('higher', -0.03440194531415374), ('in', -0.22725706973757395), ('he', 0.15434749778327), ('##c', 0.13989958868138255), ('##1', -0.11676168667741092), ('##a', 0.0697486332283441), ('/', -0.0543025503544801), ('ve', 0.11192217025462722), ('##g', -0.06924863728191112), ('##f', -0.34415066371359965), ('-', 0.5170115139838057), ('c', 0.32733128321591237), ('cells', 0.5490209058866202), ('than', 0.1485716393668568), ('in', 0.1044703586121043), ('he', 0.060777448913498684), ('##c', 0.024591081134962764), ('##1', -0.0575956847909657), ('##a', 0.009831919524119086), ('cells', 0.06739669717094487), ('(', 0.019046766625818713), ('3', 0.0014343107551829713), ('.', 0.018731222790896486), ('2', 0.022773267082293405), ('vs', 0.017648808642453075), ('1', 0.02128032268102737), ('.', 0.028876778687934524), ('1', 0.014018953679778436), ('nodes', 0.02984433882051692), ('/', 0.00928425886537716), ('animal', -0.021922572258593363), (',', 0.03669586609559946), ('respectively', 0.008954414638054404), (')', 0.02337905834443511), ('.', 0.040255781077396385), ('[SEP]', 0.0)]}}"
750,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('further', 0.0263635905787941), ('##more', 0.008405835783632664), (',', 0.011979908458489119), ('the', 0.01487169472589101), ('conditioned', 0.05183300463314819), ('medium', 0.04123580970913059), ('from', 0.06203659493037311), ('these', 0.14170818872093494), ('cells', 0.9821097694731822), ('enhanced', -0.0006505789392085725), ('vascular', -0.02050382890806406), ('per', -0.00523262798721053), ('##me', 0.01803106218666095), ('##ability', 0.05813781579750964), ('in', -0.01855089088941665), ('v', 0.02046050938290694), ('##ivo', 0.033013586643351064), ('.', -0.002686186996360546), ('[SEP]', 0.0)]}}"
751,{}
752,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.01850049501455653), ('spreading', 0.032623642635166934), ('areas', 0.0017677039214236251), ('of', 0.03190504903562156), ('the', 0.04083403085002638), ('cells', 0.9727944685561382), ('on', 0.20558597111671975), ('15', 0.05622147056143556), ('-', 0.026847325868969745), ('and', 0.014042204086833219), ('30', 0.029899712131385654), ('-', 0.007013421035226676), ('micro', 0.010454888636595905), ('##m', 0.02370763063301287), ('wide', 0.0036277666436619616), ('strips', 0.0024021059834769694), ('were', 0.007078606659546989), ('30', 0.010481709372831407), ('%', 0.0007957512903739106), ('lower', 0.000423778558143503), ('than', 0.004502391688203686), ('those', -0.017400469739781453), ('on', 0.013860984778038467), ('60', 0.010885770066558652), ('-', 0.008601670851152054), ('micro', 0.005117958596709576), ('##m', 0.010677752424467593), ('wide', 0.0031268622786335314), ('strips', -0.0016164387001361181), ('and', 0.012212553634685113), ('un', 0.0011061435556120646), ('##pa', 0.0050592385720986625), ('##tter', 0.0029157843596103188), ('##ned', 0.00890162066236077), ('co', -0.007272351177260523), ('##lla', 0.010950866008532073), ('##gen', 0.004341235934800645), ('.', -0.01102687944534039), ('[SEP]', 0.0)]}}"
753,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('we', -0.0008147212976103073), ('h', 0.003441960564679308), ('##y', 0.004069014098987732), ('##pot', 0.0004813070323703397), ('##hes', 0.009987642390699393), ('##ized', 0.006850392121476326), ('that', 0.021357060047357962), ('1', -3.898965338446455e-05), (')', -0.0011343495924922766), ('m', 0.0003553853837883471), ('##ct', -0.003378776207544078), ('expression', 0.002426122647009079), ('in', -0.007322284727731703), ('ma', 0.008823602670237064), ('##li', -0.0009831873603389969), ('##gnant', -0.014026254505393423), ('tumors', 0.003744964908063839), ('may', 0.007394794733319224), ('differ', 0.018285484243778082), ('from', -0.005544172729812586), ('normal', -0.0022137676962111353), ('tissue', -0.0006040560577793549), ('in', 0.002692844645546853), ('quantity', 0.011797656282075927), (',', 0.001754135388083702), ('is', 0.0034389117670269786), ('##of', 0.006005556176880372), ('##orm', 0.0010734171152954565), (',', 0.00892255139402997), ('or', 0.008169519021169351), ('both', 0.000123360988155671), (';', -0.024100731247639333), ('and', 0.0025452619815042013), ('2', -0.003260763218708425), (')', -0.01514600971258961), ('si', -0.0051071130538741325), ('##len', -0.005291544586171959), ('##cing', 0.007390837881154256), ('m', -0.015583764674466401), ('##ct', 0.0045364556933576465), ('expression', 0.004836909147956877), ('would', 0.007998913720007909), ('induce', 0.01266714216259463), ('in', -0.00894939891554422), ('##tra', 0.005725930147366446), ('##cellular', 0.010219131334566207), ('acid', 0.002238758021124164), ('##ification', 0.00044417435299038517), (',', -0.0007708971192267299), ('resulting', 0.008463845684004411), ('in', -0.0031839202167859514), ('decreased', -0.01964098985444196), ('proliferation', 0.025375039907249947), ('and', 0.04831281676632781), ('/', 0.03717884211957282), ('or', -0.031590810046733), ('increased', 0.003566506950251308), ('cell', 0.9862759030070721), ('death', 0.13155969846914267), ('.', 0.02605614138326329), ('[SEP]', 0.0)]}}"
754,{}
755,"{'tumor': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('it', 0.014569454291791958), ('is', 0.009260913451835686), ('proposed', 0.01017242244066634), ('that', 0.028622698878622132), ('the', 0.007735615546976711), ('switch', 0.04316185943600323), ('from', 0.043117748653336035), ('tumor', 0.057693923134146174), ('suppress', 0.03849212176214568), ('##or', 0.053417156342886594), ('to', 0.03917151190628586), ('on', 0.01511660437313518), ('##co', 0.019976054144269978), ('##gene', 0.014442312197245339), ('reflects', 0.03527346157648127), ('genetic', 0.017430194835014012), ('or', 0.018097031145250072), ('e', 0.015995578138384224), ('##pi', 0.030399229045709027), ('##gene', 0.017715070282149525), ('##tic', 0.013577317138914925), ('alterations', 0.04076295970310586), ('in', 0.020588372269722977), ('signaling', 0.03798540290735275), ('pathways', 0.039682480198197354), ('in', 0.2626938941624541), ('tumor', 0.6730104983929455), ('cells', 0.6645910449347333), ('that', 0.10739851795293494), ('alter', -0.006471349860860792), ('the', 0.0029552363460155604), ('read', -0.01070065202324724), ('##out', 0.01017953571054438), ('from', -0.0001464797314497314), ('the', 0.015436401674274276), ('t', 0.009922533098508633), ('##g', -0.0015212190301909627), ('##f', -0.0005490016495908697), ('##bet', 0.0046981137251624235), ('##a', 0.006258433507460653), ('##1', 0.002857499642253108), ('pathway', 0.021243720692011688), ('.', -0.0032631845544081493), ('[SEP]', 0.0)]}}"
756,"{'ne': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('thus', 0.0222820327474237), (',', 0.011772392238759448), ('anti', 0.03973358064343694), ('##ap', 0.0431238387670904), ('##op', 0.04384141299826505), ('##to', 0.022944945239922566), ('##tic', 0.02838948262568466), ('mechanisms', 0.021835300920113786), ('have', 0.034983161427516125), ('to', 0.030753567639525144), ('be', 0.03439041650401365), ('operative', 0.058322929130315594), ('in', 0.06337039032992733), ('ne', 0.08104191828889447), ('##uro', 0.011701235140211071), ('##blast', 0.1930277445480453), ('##oma', 0.15077101235532744), ('cells', 0.9492817962334658), ('that', -0.0440594227456812), ('ant', -0.026680817115363912), ('##agon', 0.016756981822966314), ('##ize', 0.01607385310791439), ('the', 0.01855171414006394), ('pro', 0.015021084804165181), ('##ap', 0.0232633421065836), ('##op', 0.022743457040133995), ('##to', 0.02344584608236693), ('##tic', 0.034568233175973365), ('effects', 0.039563666505819335), ('of', 0.03626583592622519), ('n', 0.012675164528975054), ('-', -0.0016153270462736108), ('my', 0.027477290913066832), ('##c', 0.05680475099314424), ('.', -0.0016020067205797554), ('[SEP]', 0.0)]}}"
757,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('e', 0.00970039503068703), ('m', 0.0006155930973212438), ('##u', 0.014270387723170316), ('-', 0.006068633308227834), ('b', 0.007854660361105471), ('##c', 0.003947360251584357), ('##l', 0.0036713457687424567), ('-', 0.011593294068014397), ('2', 0.011328798270831178), ('trans', 0.0197762772936956), ('##gene', 0.004390146164669112), ('facilitate', 0.015558045766602472), ('##s', 0.00559023571752614), ('spontaneous', 0.009620888279517124), ('transformation', 0.01731891237515068), ('of', 0.02415357565198373), ('early', -0.004895352591724454), ('pre', -0.01728294135802792), ('-', -0.010178865658413307), ('b', 0.009734422250649234), ('and', -0.011766299734069938), ('im', 0.010835500888168738), ('##mu', 0.005892585098941021), ('##no', 0.021334767987795267), ('##g', 0.017037001438975678), ('##lo', -0.002241815387963634), ('##bul', -0.004926654594291308), ('##in', 0.024073447796618515), ('-', 0.06805799609409759), ('secret', -0.05751170552190604), ('##ing', -0.008482104979050616), ('cells', 0.9879659710297907), ('but', -0.05439123023914553), ('not', -0.0008694049922754683), ('t', -0.010939233755328367), ('cells', 0.09003438874264923), ('.', 0.014590644006007859), ('[SEP]', 0.0)]}, 't': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('e', 0.004761959049667801), ('m', 0.005257956322535955), ('##u', 0.005223053486943671), ('-', -0.001182728121786707), ('b', -0.0005070908996632201), ('##c', -0.00021180372402121407), ('##l', 0.01412721557625614), ('-', 0.0013459615331076994), ('2', 0.006976398257479579), ('trans', 0.03696257018981517), ('##gene', 0.03752331512192999), ('facilitate', -0.008720192542043521), ('##s', 0.014443146597413912), ('spontaneous', 0.03624857006158503), ('transformation', -0.015231664220909191), ('of', 0.00017349814701447084), ('early', 0.011476881093104175), ('pre', 0.03615618940288721), ('-', -0.011110055689299627), ('b', -0.01036223101988925), ('and', 0.015132766032924717), ('im', -0.0023935368070320795), ('##mu', 0.0025762632055014835), ('##no', 0.009898551916303842), ('##g', -0.0037383190010898994), ('##lo', -0.0006520749755201209), ('##bul', 0.012262245977542203), ('##in', -0.0016659561233350348), ('-', -0.002296067372395166), ('secret', 0.008392475522246102), ('##ing', 0.04100544721844138), ('cells', -0.0346101013017127), ('but', 0.002706912899470297), ('not', -0.11213426361533263), ('t', 0.9831613914244892), ('cells', -0.059055767964750525), ('.', -0.08519827132029546), ('[SEP]', 0.0)]}}"
758,{}
759,{}
760,{}
761,"{'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('results', -0.045819553297434784), (':', -0.0614453624773523), ('(', -0.035848671292654), ('1', -0.07825090946066351), (')', -0.03178366905124737), ('s', 0.0404356662581201), ('##re', 0.03831081708693684), ('##b', 0.017041493222821273), ('##p', 0.0923914373275774), ('was', 0.02532690404140255), ('activated', 0.12764483051962072), ('during', 0.11770021100595938), ('e', 0.028773668508599387), ('##cs', 0.6200206870979449), ('migration', 0.7466564757940667), ('.', -0.01548181244159231), ('[SEP]', 0.0)]}}"
762,{}
763,"{'me': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('we', 0.011749964457376666), ('utilized', -0.005182418124871308), ('two', 0.01694081056535734), ('auto', 0.07348604463381471), ('##log', 0.026380502640178934), ('##ous', 0.048028013548313604), ('human', 0.09116791642205137), ('me', 0.0803082705965325), ('##lan', 0.139772720548234), ('##oma', 0.3599406229361441), ('cell', 0.812540807075735), ('lines', 0.39168847072176743), (',', 0.04066069512303794), ('i', 0.02326799068830946), ('##v', 0.009895105321861879), ('c', 0.028729117659383015), ('##l', 0.01259679255728176), ('1', 0.004655058819092732), ('and', 0.018102479004609782), ('i', 0.029768133142533026), ('##v', 0.02154161911652424), ('c', 0.007030777672181332), ('##l', 0.019118524305944025), ('3', 0.007564132781661178), (',', 0.014417862888196966), ('which', 0.01954255123411101), ('displayed', 0.014776057376703544), ('q', 0.018809954148654228), ('##ual', 0.010101151135370903), ('##itative', 0.020485978138909476), ('##ly', 0.02833924876768467), ('different', -0.0002681879519863919), ('meta', 0.0161889777336344), ('##static', 0.04018390145491036), ('p', 0.011457051023420792), ('##hen', 0.025270102906267782), ('##otype', 0.017415330315718174), ('##s', 0.03053942504856427), ('following', 0.017634222084552786), ('sub', 0.011754716343572107), ('##der', 0.0016389194217607682), ('##mal', 0.02078064665605151), ('in', 0.01301515898139496), ('##oc', 0.012220008229586571), ('##ulation', 0.02104915880247775), ('into', 0.010521913222964535), ('nude', -0.0067518385330228), ('mice', 0.004084404948719486), ('.', -0.0034545218486658345), ('[SEP]', 0.0)]}}"
764,{}
765,{}
766,{}
767,"{'g': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('enhanced', 0.07663624615008088), ('expression', 0.19524629748388625), ('of', 0.13837115022396862), ('vascular', 0.008226350522661612), ('end', 0.04072174483227728), ('##oth', -0.0031536333199091394), ('##eli', 0.006190155238771819), ('##al', -0.02014345122229332), ('growth', 0.05172126580455262), ('factor', 0.14356450682100422), ('by', 0.039701253599128086), ('period', 0.02923854084399964), ('##ont', 0.026423741936194154), ('##al', 0.00551822983284802), ('path', 0.08072358991561435), ('##ogen', 0.09293516152258964), ('##s', 0.07527535735048084), ('in', 0.2224667495682966), ('g', 0.4197681890985878), ('##ing', -0.16243559054455065), ('##ival', 0.5796412109827469), ('fi', -0.12087316893929906), ('##bro', 0.005501807727423657), ('##blast', 0.38960811214916846), ('##s', 0.3636459738516405), ('.', 0.02597119721961796), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('enhanced', 0.09361223977473311), ('expression', 0.11577989894231651), ('of', 0.1070400980229558), ('vascular', 0.17758636715408294), ('end', 0.04195612059373855), ('##oth', 0.06504207272705018), ('##eli', 0.12411013780542537), ('##al', 0.03511652189417054), ('growth', -0.020562718935015566), ('factor', 0.11186475314451641), ('by', 0.037528572291972116), ('period', 0.17430970934922296), ('##ont', 0.1638407460480539), ('##al', 0.12589804545489222), ('path', 0.04568235863874763), ('##ogen', -0.09004451866800393), ('##s', 0.16175205147158184), ('in', 0.06201581521394177), ('g', 0.16109966714237564), ('##ing', -0.06826692785741195), ('##ival', -0.196019304871718), ('fi', -0.020241496349422464), ('##bro', 0.18461539260336543), ('##blast', 0.5936888501980602), ('##s', 0.5719785153463807), ('.', -0.03777559563045336), ('[SEP]', 0.0)]}}"
768,{}
769,{}
770,"{'cellular': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('conclusion', -0.02215504858888421), (':', 0.06287621185856065), ('quantitative', 0.09989048062729823), ('assessment', 0.07783754506787487), ('is', 0.004283387611461251), ('more', 0.01521743842388548), ('sensitive', 0.04011594857962734), ('as', 0.07391127525550588), ('a', 0.08921188461738022), ('measure', 0.08453099773468872), ('of', -0.013861814503410627), ('cellular', 0.9114628635667755), ('protein', 0.3118675979447881), ('content', 0.15157212360021316), ('as', 0.04660543755657127), ('compared', 0.034797729332402154), ('with', 0.009734584729362833), ('standard', 0.030043199433351816), ('optical', 0.030235113433554364), ('density', 0.0033216542983811334), ('measurements', -0.0010624379346985148), ('.', 0.02436745139468857), ('[SEP]', 0.0)]}}"
771,{}
772,{}
773,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('on', 0.004878016512695543), ('the', 0.008280692160079324), ('8th', -0.014146773036051764), ('day', 0.0066796202505360275), ('of', 0.010292568099784138), ('serum', 0.006160714037557733), ('-', 0.04123549907259529), ('free', 0.000513060164034464), ('cult', 0.018212716623415278), ('##uring', 0.0239792703620058), (',', 0.008385544994766205), ('only', 0.008232118761854661), ('the', 0.005744724338308098), ('higher', 0.016127773930646298), ('molecular', 0.0013764840728409426), ('weight', 0.008546347410981255), ('protein', 0.0005058607194856847), ('-', 0.0031729922791301772), ('band', 0.0030970487303046998), ('of', 0.003361692333994155), ('about', 0.015843908750105887), ('45', 0.005410920165327265), ('k', 0.0007768549293353966), ('##da', 0.009071776081680454), ('was', 0.013203818753202416), ('clearly', 0.01183472387306173), ('induced', 0.034161289493615084), ('and', 0.042814736509327246), ('accumulated', -0.011392865835559315), ('in', -0.10418874142996475), ('detached', 0.12029434973253329), ('cells', 0.9819007392554229), ('and', 0.020780179620671534), ('a', -0.009030753723428058), ('##pop', 0.024893541764600645), ('##to', 0.03273064055549056), ('##tic', 0.026024358828310053), ('bodies', -0.005788536851768059), ('in', 0.006091393958053495), ('which', -0.0017361030625690876), ('par', -0.002483831965822918), ('##p', 0.007784904643615375), ('was', 0.007909009140524845), ('activated', 0.0042204000724006775), ('.', -0.0030560969578144193), ('[SEP]', 0.0)]}}"
774,{}
775,{}
776,{}
777,{}
778,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.020685827122565), ('level', 0.020004561746980787), ('of', 0.02840484780466206), ('a', 0.0220724418003048), ('##pop', 0.0830334717245458), ('##tosis', 0.08945239910627045), ('correlated', 0.009098421015211062), ('directly', 0.018606159429572357), ('with', 0.027602902736985735), ('the', 0.017344402045326095), ('expression', 0.01856033163102495), ('level', 0.005996794280512015), ('of', 0.0160438079459404), ('the', -0.005562559137144529), ('receptor', -0.002835705179924259), (',', 0.014341695858103019), ('indicating', 0.012783557847389493), ('that', 0.023864583540650564), ('p', 0.04261866766168974), ('##75', 0.0041147034222972076), ('may', 0.04869097097055107), ('activate', 0.017861421723579296), ('the', -0.07371442988415806), ('cell', 0.8488745379954068), ('death', 0.4952951526603624), ('program', 0.051374792767251556), ('directly', -0.012163052246899151), ('.', 0.034998613561187795), ('[SEP]', 0.0)]}}"
779,{}
780,{}
